date,F,T,n,fwd_flag,a_free,b_free,rho_free,m_free,sigma_free,a_ridge,b_ridge,rho_ridge,m_ridge,sigma_ridge,rmse_free,rmse_ridge
2026-01-16,7250.0,0.9205479452054794,179,True,-0.008555659377364277,0.11678773383107416,-0.4070928946379464,0.10639204692259936,0.19910302654700812,-0.00030534083845086297,0.10293106669645444,-0.5426328412890612,0.08370546913924912,0.15669326777511813,0.0024886494609419637,0.002376435243359779
2026-01-20,7175.0,0.9095890410958904,179,True,-0.008151951297118052,0.11801606625653309,-0.407472668380478,0.10816127178740254,0.19880370554342347,0.002951474320987308,0.09898167586505117,-0.5678640518344764,0.08829662178797854,0.1311340920622371,0.002451508209869837,0.002276977493138286
2026-01-21,7150.0,0.9068493150684932,179,True,-0.008213475536121314,0.11484610343760225,-0.40830374815385967,0.11390160303182381,0.19914010279955208,-0.003504120003217028,0.10783353907017994,-0.4663075898069623,0.10371235189892243,0.17148297007484423,0.0024726017994457176,0.002364488414052301
2026-01-22,7300.0,0.9041095890410958,179,True,-0.008095330711181787,0.11456036299475579,-0.40410824865534384,0.09441035021066728,0.19830047110754967,-0.003403688099679642,0.10730177022362168,-0.46258910399814895,0.08466749081806825,0.1711653680836487,0.0023824984281026265,0.002347460344366231
2026-01-23,7200.0,0.9013698630136986,179,True,-0.008586477095723733,0.11588899175238432,-0.4073018147256171,0.1078137516313681,0.19966899600664598,-0.003913189483016976,0.1086887027831505,-0.4655139958670964,0.0979738710035879,0.17326456696840162,0.002462997128668705,0.002379951734532785
2026-01-26,7250.0,0.8931506849315068,179,True,-0.008806902976841629,0.11579132632189343,-0.4072942097406704,0.10777997381596556,0.19965233710531932,-0.004137161528652926,0.10859448170930946,-0.4655072057902011,0.09793950711842879,0.1732503261758148,0.002566419600213013,0.0024577810599224576
2026-01-27,7300.0,0.8904109589041096,179,True,-0.008950800621808204,0.1157301062688224,-0.40728714251556436,0.10774789561352632,0.19964026772390076,-0.000674964689841112,0.10390176514403808,-0.5373786779517747,0.07787353313014768,0.15928895645130514,0.002807745793851759,0.002451714116409874
2026-01-28,6975.0,0.8876712328767123,179,True,-0.009108971165098022,0.11864976297554548,-0.41490550941736687,0.14157175670584835,0.20222395502272283,-0.0013497500648008448,0.10565237283830033,-0.545168257428225,0.11902497375492795,0.16510038438363434,0.002497440462037192,0.0024060936723743105
2026-01-29,7250.0,0.8849315068493151,179,True,-0.008812358123699224,0.11711171986344418,-0.4079584277675228,0.10890547940547955,0.20059908513579822,-0.0032340507720990475,0.10828426369765524,-0.4847024890077493,0.09568509781716897,0.1707021177710273,0.002538560830079569,0.002421303753000819
2026-01-30,7250.0,0.8821917808219178,179,True,-0.008979323585055274,0.11705006007559003,-0.40795451125847443,0.10888526356435486,0.20058441840472435,-0.0033368110930199098,0.10828484589374864,-0.4847010594974145,0.09566699902021042,0.17069223431010513,0.002492508259038009,0.0023598007975649355
2026-02-02,6200.0,0.873972602739726,179,True,-0.011965861539890097,0.12425829416609166,-0.435099679634889,0.2339930075861964,0.2208981420182194,-0.006850810557151545,0.11628500506011526,-0.5093858183970424,0.2201833082239341,0.19872919702555344,0.00217063893834385,0.002196662688121151
2026-02-03,7300.0,0.8712328767123287,179,True,-0.013550711932919757,0.12410425183211335,-0.33634364082539797,0.11272229561619183,0.22077907196653776,-0.03456914250763611,0.15078529365978563,-0.2024743273190392,0.14542555081902103,0.31569814711218447,0.0025898987640572066,0.003169906364229163
2026-02-04,7050.0,0.8684931506849315,179,True,-0.013260701400975128,0.12402136906981402,-0.3433606125562402,0.14194961644685583,0.22190794917288312,-0.03391922318899317,0.15032693299033129,-0.21087724544630143,0.17369225777350575,0.31481918131435105,0.0026677167768258624,0.0033232190638282353
2026-02-05,7025.0,0.8657534246575342,179,True,-0.012419820935956014,0.12337835756291156,-0.34320695588312744,0.1416785505597652,0.22202282579002267,-0.01599826645486379,0.12995365456156366,-0.28917733662443745,0.1525235608394197,0.23443405788365784,0.002553181189158175,0.0026435892725574237
2026-02-06,7200.0,0.863013698630137,179,True,-0.008257529736572419,0.11561996246966764,-0.4021366218924568,0.11056819969891198,0.19774082726183867,-0.0169136593876647,0.1296911031566019,-0.2855301583746345,0.1358911805625502,0.2341842655936929,0.0025886277006828143,0.002870332020406408
2026-02-09,7350.0,0.8547945205479452,179,True,-0.008606306733246163,0.11558467804324918,-0.39871778299992827,0.09426595534982839,0.19728251498887098,-0.017373398019425144,0.12979936653627186,-0.2820955139240505,0.11948111810920126,0.23464502821427585,0.002511375137760598,0.0027769093909853684
2026-02-10,7275.0,0.852054794520548,179,True,-0.008865220149513563,0.11675925550824216,-0.40068604490874876,0.10263470025248436,0.1981917724664959,-0.017688536989437245,0.1310449409360921,-0.2847068157873859,0.12754498609781964,0.23535455242938563,0.002524406921807718,0.0028019384270445966
2026-02-11,7175.0,0.8493150684931506,179,True,-0.009108420824738837,0.11709766793872035,-0.40333912302027686,0.11459374325851582,0.19922161987489304,-0.017890302087866856,0.1312452309152104,-0.2881227931638789,0.1394680354423215,0.23602668796651222,0.0026495548537190765,0.002945835724362761
2026-02-12,7800.0,0.8465753424657534,179,True,-0.014335392588795334,0.1243152383203154,-0.3503796578409491,0.039665458302620825,0.23636066751919294,-0.017033652089876214,0.13079252955280904,-0.2704489511906523,0.05961884148359805,0.23674000441851104,0.0020011774970217755,0.0021761547629341634
2026-02-13,7075.0,0.8438356164383561,179,True,-0.016797817686663507,0.12724819916839425,-0.37439935595051216,0.12651335158020124,0.24991485042341857,-0.019094343398786805,0.13330373716239272,-0.29556945793345446,0.1464490184106253,0.24646437072459776,0.0030382048759447604,0.0028530690463854087
2026-02-17,7200.0,0.8328767123287671,179,True,-0.01620545853662786,0.12471445405038802,-0.36897721304507686,0.10968979566991281,0.24624441049306076,-0.018807752814837587,0.13075560658930868,-0.2911338591514144,0.13007302343748933,0.2454964433385455,0.0030156129524486477,0.002900395163081662
2026-02-18,7175.0,0.8301369863013699,179,True,-0.016635862085945002,0.12676207502281334,-0.36929504283866377,0.110474754385594,0.24583850767476653,-0.01927622657363675,0.13287473522504234,-0.29153664173464944,0.13087092487125895,0.2451147398492856,0.002951260533150867,0.002870623880222722
2026-02-19,7200.0,0.8273972602739726,179,True,-0.02324854491562575,0.13937795223516197,-0.23654655123714385,0.14696537669042975,0.2558888007356736,-0.019353831816467437,0.13285407775566652,-0.2915371467099536,0.1308697870884392,0.2451040942768361,0.0031370781158391453,0.0029641768202982367
2026-02-20,7250.0,0.8246575342465754,179,True,-0.023407467120563803,0.13785659225769473,-0.2362100263151979,0.1461659967335267,0.25607748896078386,-0.019625118300245076,0.131600727455814,-0.29130228231071764,0.1303680340925328,0.24518187303226904,0.0032245074123354637,0.0030239316324527257
2026-02-23,7150.0,0.8164383561643835,179,True,-0.022648230823684792,0.1384415855079432,-0.23791154507832377,0.15212071950650127,0.25554341186190954,-0.01871238480174533,0.13149569303702857,-0.293007559917977,0.1384826098665874,0.2439098043603386,0.003142975684629838,0.0030090422162071468
2026-02-24,7200.0,0.8136986301369863,179,True,-0.01035473929107766,0.11874628950299587,-0.3786846300974038,0.11345931185743756,0.20281461024525824,-0.01885446720213864,0.13136697602268585,-0.29133162581198174,0.1318531319499773,0.24290657861547216,0.0027152673248878574,0.0029780465300823116
2026-02-25,7250.0,0.810958904109589,179,True,-0.025138504134083316,0.13969779082964537,-0.25759899303205047,0.13277033576896546,0.2685599621812628,-0.01979800757815287,0.13275328290185623,-0.2902774711090342,0.12621579132494642,0.24268961090843785,0.0031285520260138085,0.0030256926555616284
2026-02-26,7175.0,0.8082191780821918,179,True,-0.020969833577307438,0.1347397226949746,-0.282586220933567,0.1325521236412613,0.250096495769439,-0.019495480415877647,0.13384513454433886,-0.29057185890934073,0.12696857822444477,0.24260937744837915,0.002953687657998278,0.002948024876713168
2026-02-27,7175.0,0.8054794520547945,179,True,-0.020828802282039944,0.13486484015817599,-0.2826007113541145,0.1325868999974963,0.2500970211708978,-0.0171768104414261,0.13023462046035247,-0.30397132685754263,0.12872864397989067,0.23050660624941008,0.0030176244180515647,0.002890013984739253
2026-03-02,7200.0,0.7972602739726027,179,True,-0.021306583938944145,0.13653011148866764,-0.28283879553769214,0.13287137757410603,0.2497391902795491,-0.017483731072934265,0.13158663423858288,-0.30413860253909064,0.12886465809061487,0.23026122601160962,0.00306068388624294,0.0029466845265654702
2026-03-03,7225.0,0.7945205479452054,179,True,-0.020439435736421634,0.1358981599814342,-0.2803317178274834,0.1260290941407503,0.24709378630695533,-0.01684926972603429,0.13122274259385136,-0.30203967773317764,0.12155480262225891,0.22895470924487824,0.002991730928552125,0.0028332912559114395
2026-03-04,7125.0,0.7917808219178082,179,True,-0.020885519169492245,0.13519248076443177,-0.2834937006425052,0.1385578737486414,0.24712908329936348,-0.017363118624249826,0.13063166152250572,-0.3051499975677446,0.1339630944688373,0.22937627445013895,0.0030726090116078206,0.0029355911509011397
2026-03-05,7075.0,0.7890410958904109,179,True,-0.02078653452051972,0.1376981125659443,-0.28430790575672754,0.1413541285821532,0.2463514324568657,-0.006777251887430136,0.11660651593284899,-0.40294899137272944,0.12263381565093007,0.17377118149164375,0.0031174627621116187,0.0025994443614270786
2026-03-06,7100.0,0.7863013698630137,179,True,-0.012153947353805487,0.1318891525276625,-0.3173954392996088,0.13883155533495203,0.1972287051330836,-0.006420797428337125,0.12127381480816556,-0.40342107663655385,0.12339800711065523,0.1732028991076238,0.0027809511176688354,0.0025360418490073386
2026-03-09,7425.0,0.7780821917808219,179,True,-0.01230672559472516,0.12709399413929695,-0.3085272073426121,0.09710145227877304,0.19883243098296463,-0.006525726953315058,0.11686388174911605,-0.3948418764024671,0.08004117549937556,0.17336021370273763,0.0028882306688800016,0.002727236455366519
2026-03-10,7125.0,0.7753424657534247,179,True,-0.01615073481147242,0.15106806312862403,-0.12618851719569577,0.15693614157744604,0.19187541960652457,-0.008913653006151554,0.1369244276538793,-0.2128019577345426,0.13606340687644902,0.16307288546029583,0.006888584843083066,0.006788899710617633
2026-03-11,7150.0,0.7726027397260274,179,True,-0.03649633731897504,0.1551442602198899,-0.20481405672984934,0.15276362659176454,0.32036210494966977,-0.003025459681688257,0.11036580908218134,-0.43558276232578286,0.10677209047599306,0.15575212010334122,0.0037983585881295593,0.0026554752003141455
2026-03-12,7025.0,0.7698630136986301,179,True,-0.00792114536408383,0.1282995269544451,-0.3016820163162328,0.14430052226081042,0.1739112203988585,-0.004659224588402455,0.1223930266931043,-0.34718317996744263,0.1354350993904571,0.15850583896366466,0.0031431308369640437,0.003065842487583068
2026-03-13,7125.0,0.7671232876712328,179,True,-0.007513388438990772,0.12652097725052355,-0.29949359980320284,0.13213169016316714,0.17503940951328656,-0.004275626136982094,0.1206875424876677,-0.3450130217693943,0.12294946240329381,0.1596479362499027,0.0029110812372932604,0.002734939664619329
2026-03-16,7075.0,0.7589041095890411,179,True,-0.008674794443166255,0.12443985855976951,-0.3016073302075585,0.13942833407403318,0.17671330272270186,-0.005515622544237911,0.11878152193841897,-0.3469634001522146,0.13030331653678215,0.16148836720959714,0.003047353126289712,0.002851237940050214
2026-03-17,7100.0,0.7561643835616438,179,True,-0.009219274668245379,0.12328809219545579,-0.3013442219825118,0.13764884726753268,0.1771535761672975,-0.006100411892665656,0.11851117044949645,-0.34653001067923567,0.1251156824769522,0.1628391366870134,0.0032267426074762706,0.002949531134892375
2026-03-18,6975.0,0.7534246575342466,179,True,-0.008524925513034826,0.12309928806141916,-0.3038529099099783,0.1475609849969802,0.17791024778196352,-0.005562026313929578,0.11764208832784936,-0.34943409784604734,0.1385650065053481,0.16401977278331198,0.0028419061493989064,0.002684302248918114
2026-03-19,7075.0,0.7506849315068493,179,True,-0.007874163367563948,0.11904691830955488,-0.3010808686327249,0.13494313388584644,0.17825288005125364,-0.0049553716622933045,0.11372033014132749,-0.34666105662061564,0.12581943371260876,0.1640368094250422,0.003132183299355799,0.002952218943467246
2026-03-20,6950.0,0.7479452054794521,182,True,-0.006107408269841852,0.11779108086776771,-0.30378925180629507,0.14930766256413322,0.17756308987977787,-0.0007053176340690189,0.10840208219814627,-0.3749332508529126,0.13676914514048455,0.14574742609122937,0.0028445852543322377,0.0026304920083027473
2026-03-23,6800.0,0.7397260273972602,182,True,-0.007037429963497334,0.11835848385405409,-0.3075321325527667,0.1664504633557498,0.17753836673342746,-0.0017267962822114429,0.10924698699177122,-0.3783271606989288,0.15341645683404292,0.1467476870092517,0.003088681890964328,0.0028169326873679536
2026-03-24,7025.0,0.736986301369863,182,True,-0.007276967028700127,0.11831972311015829,-0.30212772839574276,0.13747884515005598,0.17713499849232958,-0.0020360156106214956,0.10911005883239745,-0.37357822680898206,0.12460326497737444,0.1471593684974476,0.0033112794443625154,0.0029975379899211145
2026-03-25,7000.0,0.7342465753424657,182,True,-0.007376239421352983,0.11697659365466723,-0.3030161211787377,0.14168229076977099,0.1764340429567974,-0.00019182195295864982,0.10410554943654728,-0.41097942767642703,0.12257292665400217,0.13455618144668688,0.003323807363100496,0.002934631721615777
2026-03-26,6875.0,0.7315068493150685,182,True,0.00876622222544244,0.08815193474169705,-0.5964704537231476,0.11360138695684022,0.07040705107482441,0.0008989670329937468,0.10595183086236011,-0.38302853585332464,0.14163448074681967,0.12352643140588433,0.0032146037227298056,0.0028473033285068387
2026-03-27,6775.0,0.7287671232876712,182,True,-1.3321590554630483e-05,0.11070888792739306,-0.3186180842823826,0.16322946655416956,0.1315902052531539,0.003189012678248274,0.10357861575976533,-0.3897677683833092,0.1517636196986988,0.11365390076995813,0.002775597189226734,0.0026351051175332314
2026-03-30,6575.0,0.7205479452054795,182,True,0.0016607180096838414,0.10654920926094265,-0.3591346463246603,0.17870781266744012,0.12795585091456144,0.003264982929440248,0.10297578489288985,-0.3958327248266913,0.17311296628371436,0.11866246884174127,0.002860434991553362,0.0028172959645632895
2026-03-31,6975.0,0.7178082191780822,182,True,0.0001241754143402267,0.10401904060821138,-0.35105932810101,0.12889991713834545,0.1300990879059252,0.0008215769594095338,0.10385186496201206,-0.33804736935273905,0.13089474409525334,0.12094891111127176,0.003255314231114982,0.003158301173641633
2026-04-01,6875.0,0.7150684931506849,182,True,-0.00015120359173964641,0.10234553554611334,-0.3530131031954321,0.14276894258914294,0.12914863685898903,0.0004351221336613521,0.10228053928793547,-0.34031118312201847,0.1447462179432769,0.1208108108333359,0.0033033354014582956,0.0031870790777195003
2026-04-02,6800.0,0.7123287671232876,182,True,-0.0005067245683807347,0.10231651868754794,-0.3543048084554204,0.15086565036475405,0.12930706576199075,-0.0029490864948367307,0.10759921557052723,-0.30292076784821503,0.15934660179679866,0.14338877955862622,0.0032570278000215607,0.0033656133539353467
2026-04-06,6900.0,0.7013698630136986,182,True,-0.0009308369162628096,0.10179511525445574,-0.3519289063579673,0.13663921450574162,0.12973926459519228,-0.0034837770595706886,0.1071536082482533,-0.3007013343063451,0.14570236141869003,0.14408989882432024,0.00331548425325342,0.0034517523012086416
2026-04-07,6850.0,0.6986301369863014,182,True,-0.0008989887492525917,0.10399639234101406,-0.3529505752595078,0.14381404469318398,0.12908145304734764,-0.003422428805954098,0.1093359824279989,-0.30190985649385044,0.15254709677803088,0.14323916163940276,0.0033959623327085666,0.003427222791701154
2026-04-08,7175.0,0.6958904109589041,182,True,-0.002910839904754835,0.10311525521898061,-0.347192877285072,0.10590235750599113,0.1326278396238657,-0.01079754648510806,0.1152985649476355,-0.27573858662315703,0.11890546191095443,0.18767927940186566,0.0035107323703316216,0.0037332451121500068
2026-04-09,7050.0,0.6931506849315069,182,True,-0.0033748438965553774,0.10466845287650707,-0.34967493571343533,0.11530386892442357,0.13485510416715588,-0.011186272704813188,0.1169781322270144,-0.2781197840800129,0.12766615507252094,0.18785934515290298,0.003314664632817785,0.003654453083776039
2026-04-10,7200.0,0.6904109589041096,182,True,-0.003616688266949976,0.10490487392766241,-0.3468629765680435,0.09630572144340017,0.136690250039567,-0.011279194040764528,0.11692955271708808,-0.2744672720994487,0.10969594766677715,0.18786096921270923,0.0033412985902899492,0.003630281990413609
2026-04-13,7075.0,0.6821917808219178,182,True,-0.02138789971657077,0.13040152173932779,-0.2212803814719503,0.13915067464499126,0.24232843947851435,-0.012055757749028543,0.11751877702939346,-0.27918653329346094,0.12701058144704894,0.18981891247780563,0.0040272173387564635,0.003650910530597273
2026-04-14,7100.0,0.6794520547945205,182,True,-0.017443059426562803,0.12595038986856333,-0.26141876400186076,0.12812636655730716,0.2241877881060211,-0.008733476663679225,0.11198482214709132,-0.3635165868244225,0.10724936796150696,0.18016066399892405,0.00364584369899757,0.003292454422568085
2026-04-15,7300.0,0.6767123287671233,182,True,-0.017480875604752494,0.1263068161481063,-0.2571267864142313,0.10780335297003038,0.22530829773749148,-0.008644326269192353,0.11217244834193903,-0.3594529705430055,0.08638684983937372,0.18107387786875326,0.0033156943419310114,0.0030736606374305924
2026-04-16,7300.0,0.673972602739726,182,True,-0.01744781009128795,0.12632359057453615,-0.25712908731398043,0.10780772474064279,0.2253128864410345,-0.008607282069364657,0.1121904240255084,-0.3594547041416756,0.08639157177475139,0.18107942280199993,0.003250014707218655,0.003030290115118628
2026-04-17,7425.0,0.6712328767123288,182,True,-0.01769016891449987,0.12638224914624457,-0.255376376985628,0.09825734558076059,0.22652912986374038,-0.008856105599642635,0.11232645018864927,-0.3577943570869533,0.07636167186481203,0.18261016535281885,0.003281637398620644,0.0030399282798471965
2026-04-20,7325.0,0.663013698630137,182,True,-0.01952647871313507,0.12739075663079902,-0.2729789580712741,0.11015536794085642,0.24183204078129933,-0.013203600027404724,0.11843721668704538,-0.3373658968288263,0.09335815470666797,0.21249437963089787,0.0032133707669919514,0.0029747143967298957
2026-04-21,7450.0,0.6602739726027397,182,True,-0.019261438365757413,0.12737960553074082,-0.2688600747316396,0.09445324265503763,0.24098459807636202,-0.013045488593928572,0.11793441224356264,-0.33406056916579174,0.08028319462050663,0.21161977439206736,0.0031596933600551705,0.0029991220412225192
2026-04-22,7350.0,0.6575342465753424,182,True,-0.019804956480162422,0.12799935931287226,-0.2726024031297046,0.10827205005646845,0.2418075256644237,-0.013636237412334398,0.11867644929441896,-0.3373704174112904,0.09404643147529126,0.21299486655793295,0.003073373899648943,0.0029139020355543497
2026-04-23,7450.0,0.6547945205479452,182,True,-0.01936525152158078,0.12668929193567202,-0.2686918291901946,0.09387363356301252,0.24145573988721702,-0.013231874144249348,0.11735654844317409,-0.333707038012499,0.07970771708362437,0.21246731915058686,0.0032495831590565183,0.0031313981019833884
2026-04-24,7375.0,0.6520547945205479,182,True,-0.019140998674454558,0.12627354481925068,-0.2722947256751402,0.10800501042205193,0.2424057437701134,-0.01655582735452092,0.12260775140660138,-0.2943331921935578,0.1030208801082432,0.2296209210615057,0.0030399739591159824,0.0029715432657587853
2026-04-27,7400.0,0.6438356164383562,182,True,-0.019119199734793896,0.12504156382740741,-0.2720213418566642,0.10734805525932879,0.24257953198982943,-0.015545695347437945,0.12011059704656381,-0.3183883358475521,0.0929286255221265,0.22795847758957333,0.00316858645522819,0.0030233693923580594
2026-04-28,7350.0,0.6410958904109589,182,True,-0.0192112428847475,0.12495456950785233,-0.272010012301197,0.10732787317892604,0.24257400320228814,-0.013685555019857432,0.11715951161763033,-0.31534578244773276,0.09824616526031743,0.2137061199393391,0.003229878521738167,0.0030734073316537967
2026-04-29,7675.0,0.6383561643835617,182,True,-0.019416725321863386,0.12450631200832132,-0.2627837646908243,0.06919091940072332,0.24329990747419522,-0.014003197250558968,0.11688472234040978,-0.3069660044555663,0.05986674527827856,0.21457030189047444,0.002801176086493024,0.0027610464507711106
2026-04-30,7625.0,0.6356164383561644,182,True,-0.034766208500589514,0.14282403361886603,-0.18645691111757592,0.09820485643684779,0.3156673651615663,-0.014531270713818127,0.11759172274734496,-0.309104796228347,0.06635517092733505,0.21714795859491404,0.0033491415410120532,0.002965913038873379
2026-05-01,7425.0,0.6328767123287671,182,True,-0.03462779030725054,0.14297172235522868,-0.19417817238549837,0.1221159633374687,0.31639583811526734,-0.014887383434477337,0.11790087885172665,-0.3163089895089179,0.09280600206605351,0.22142294893782907,0.0032730345778604533,0.002920904373096438
2026-05-04,7525.0,0.6246575342465753,182,True,-0.03447698387488348,0.14315856309669703,-0.18959934882166737,0.10950550098305521,0.3146877436303397,-0.01493995759950296,0.11802017460969152,-0.31321803746501575,0.08008745862327785,0.22136687848221206,0.003247754528161603,0.00282181079696248
2026-05-05,7525.0,0.6219178082191781,182,True,-0.03480378316961521,0.14503439833847767,-0.19019822635906108,0.11077586594035527,0.31431924591598254,-0.014458774613267765,0.11574951484443773,-0.36252153400215786,0.0745058877690887,0.22734925906319745,0.0030884992671321027,0.0027566934813229114
2026-05-06,7650.0,0.6191780821917808,182,True,-0.033955597857745934,0.14170786645792824,-0.1894707807701479,0.10961151293333776,0.31504171772696865,-0.014259948866998828,0.11544693248206885,-0.36035868048927244,0.06421367079906376,0.22946057462620215,0.0028997399467568224,0.0027152800206030575
2026-05-07,7725.0,0.6164383561643836,191,True,-0.03372496969806467,0.1401086331905536,-0.18530738353183812,0.09610563386853127,0.3158115464655742,-0.014187035351522223,0.11327748655626903,-0.35757861961008747,0.05301447420018366,0.23041247633285003,0.0026432863522069,0.002594928947551699
2026-05-08,7600.0,0.6136986301369863,191,True,-0.03421449316272965,0.1419454341623166,-0.19128155328927532,0.11239034907714524,0.3172953778335351,-0.01468510108673546,0.11518075184055376,-0.36230782631918823,0.06987560296226986,0.23393341197186132,0.002816147529670064,0.0026804167951472143
2026-05-11,7700.0,0.6054794520547945,191,True,-0.034065399019005724,0.14217607959198408,-0.18898069046842977,0.10345723254090662,0.31847306642258666,-0.014597942372237155,0.11583679201287454,-0.3602201850638946,0.059449331042137725,0.2354837334619444,0.0024477723721309788,0.002472988837870437
2026-05-12,7650.0,0.6027397260273972,191,True,-0.03424929499367833,0.14279124130894202,-0.18923395657054515,0.10395207263884215,0.3184326184150346,-0.018986017605976777,0.11926826482103052,-0.37492950888426596,0.055760981230700835,0.2699846716440546,0.002600463835078703,0.002686892394366205
2026-05-13,7775.0,0.6,191,True,-0.03450800505919243,0.14395944316972129,-0.18687986762171843,0.0939519301618644,0.3199039030172137,-0.03155005840215587,0.13661200824606376,-0.2741960651994434,0.0661972129981904,0.3243518416735563,0.002470365812649766,0.0024221059994743786
2026-05-14,7875.0,0.5972602739726027,191,True,-0.07217830202746395,0.17587937152945546,-0.13663802373288758,0.10035485519705649,0.4759292182546171,-0.03169590641623018,0.13615749349504896,-0.27184973806297025,0.057312156718343964,0.32542723108126437,0.0024047021461483524,0.0022677184949733203
2026-05-15,7600.0,0.5945205479452055,191,True,-0.07236568107411595,0.17603960673084404,-0.1459301875128808,0.1232512460860651,0.475219347332882,-0.032428757027158084,0.13683028886881096,-0.27953511084973426,0.08195081520019029,0.3274788759948419,0.003228289389595794,0.0025933860205886853
2026-05-18,7800.0,0.5863013698630137,191,True,-0.07255283831555227,0.17577250840212139,-0.13337855385963795,0.09655678474805914,0.4735462099204849,-0.032512433689372115,0.13577814214504078,-0.27051019677166405,0.05388806990641276,0.32595966629797424,0.0027926209691355912,0.002321427919108473
2026-05-19,7700.0,0.5835616438356165,191,True,-0.03429756367478681,0.14060031068546228,-0.1861390825576273,0.09776493918522376,0.3158746466037848,-0.032707226357202926,0.13564233659161926,-0.2735147837849085,0.06500639492226885,0.3265473917241483,0.002638815198678752,0.0027461757586140683
2026-05-20,7750.0,0.5808219178082191,191,True,-0.0750873709002097,0.1771722555903954,-0.13751071528597147,0.10142784450448548,0.4848095331113771,-0.032310592261678664,0.1343534917498814,-0.2731653716722908,0.06435797068745382,0.3267673320652601,0.00306258179966625,0.0025577177003556924
2026-05-21,7700.0,0.5780821917808219,191,True,-0.07215931543831944,0.1727326308577747,-0.14014148869837922,0.10667721614566378,0.47844637842589177,-0.03237400112497672,0.13423555165969447,-0.2731487171174066,0.06433371673841386,0.3267728337099591,0.003074883510372495,0.0024770597163307775
2026-05-22,7750.0,0.5753424657534246,191,True,-0.13609292429801037,0.25193710241980705,0.16268597847798175,0.26738520549375167,0.5842431026869563,-0.03214086839827969,0.13329033605240193,-0.27287460415308173,0.06378281797341738,0.3269464371263987,0.0028784452457730697,0.00246406459861444
2026-05-26,7900.0,0.5643835616438356,191,True,-0.0713808483021973,0.17241594345045258,-0.13152308093159862,0.08871807402843349,0.4753026810604572,-0.032049520455255,0.13356769435537025,-0.2670820958101121,0.044718507749646245,0.3272893935925175,0.002346844621470121,0.0021828625531447603
2026-05-27,7875.0,0.5616438356164384,191,True,-0.07137128470135146,0.1719280746852097,-0.1320792543969,0.08965453995204628,0.4758420127370734,-0.032180375865723046,0.13350453032898876,-0.2670796443616491,0.044709741991441496,0.32727689880943683,0.002422863077968988,0.0022978504639632113
