date,F,T,n,atm_iv,fwd_flag,a_0,b_0,rho_0,m_0,sigma_0,rmse_0,a_1e-07,b_1e-07,rho_1e-07,m_1e-07,sigma_1e-07,rmse_1e-07,a_1e-06,b_1e-06,rho_1e-06,m_1e-06,sigma_1e-06,rmse_1e-06,a_1e-05,b_1e-05,rho_1e-05,m_1e-05,sigma_1e-05,rmse_1e-05,a_0.0001,b_0.0001,rho_0.0001,m_0.0001,sigma_0.0001,rmse_0.0001,a_0.001,b_0.001,rho_0.001,m_0.001,sigma_0.001,rmse_0.001,a_0.01,b_0.01,rho_0.01,m_0.01,sigma_0.01,rmse_0.01
2026-01-16,7241.303658131479,0.9205479452054794,179,0.1561670229941989,False,-0.009315721804771162,0.11775730436327478,-0.3847768091190607,0.11588778134242919,0.19910400998368388,0.0025378237388774213,-0.010691657711667293,0.12028137438819848,-0.3592226949482583,0.12129710838288484,0.20392282702257788,0.0026172459792182627,-0.0039010160177575305,0.10896403072711568,-0.46313994234511574,0.10162015583837775,0.17129078357666455,0.002360601678885798,-0.002028168862465907,0.10563987093021715,-0.5008208646640698,0.09485607681492414,0.16255688930927795,0.002325317797410981,0.0031702478626836612,0.09695687367180839,-0.5971372078671261,0.07975785750947907,0.13101036454318513,0.002385165287584237,0.004852716195663908,0.09515170655001015,-0.6167766445465663,0.07419677265836347,0.1179157289353226,0.0025533448868066528,0.005472260326210408,0.09518094392346221,-0.6136538423266541,0.07061811924183208,0.11551156570879238,0.0029729924050640706
2026-01-20,7161.1660304737,0.9095890410958904,179,0.16203621373887372,False,-0.009310792204050228,0.12027839668519989,-0.359009984225958,0.1251330169396326,0.19618938124607788,0.002501952171374368,-0.011288671123782621,0.12347227316825916,-0.33453421219191043,0.1300686721612762,0.20555937182455122,0.0025882597471218634,-0.0027619668912722533,0.1092432153172456,-0.4556805890570508,0.10781846762813418,0.162725460049071,0.0022539930787250986,-0.0014458289651918814,0.10689915732749496,-0.4843531617631081,0.10201742262841701,0.157385516832432,0.0022274651384777454,0.00356732964085711,0.0979441345453137,-0.5929673764361643,0.08412528495151188,0.13077514253525524,0.0023878751212374765,0.0052522993019966605,0.09637924634217063,-0.6174038984389003,0.07625022700727706,0.11866254833174711,0.002568132065343192,0.005598527345009741,0.09733950245306283,-0.6139492095369176,0.07110490820559186,0.1157091524812815,0.002964795905375287
2026-01-21,7206.648171520334,0.9068493150684932,179,0.15896606856803516,False,-0.009314480812197927,0.11806221838424903,-0.35750796311607835,0.11760950218976345,0.1968246340651439,0.002522607844868335,-0.011260580250630698,0.1211731216774093,-0.33301999114190445,0.12267426880646237,0.20617861626220926,0.00259003148050467,-0.002834128459694171,0.10725728158579884,-0.45411205172541974,0.09973002852987926,0.16337516502680574,0.002355640261002077,-0.0024117808315718067,0.10601648472293816,-0.4735252873244208,0.09642412185555171,0.16352745288484233,0.0023505607370661106,0.003122246922246104,0.09589370893610628,-0.5850521700956051,0.08068310579040308,0.1310540633054995,0.0025364042839753974,0.004908364821770084,0.09302524528259562,-0.6170043074559804,0.07581772264578385,0.1184986093251999,0.0026369822495484504,0.005469030688914362,0.09369412758796634,-0.6138894845682362,0.0710343352434012,0.11562995539833844,0.0028205849022956025
2026-01-22,7245.453714494002,0.9041095890410958,179,0.15369062694361138,False,-0.009445561363434963,0.11807417937983693,-0.3567232051103798,0.11182896519003953,0.1978783786830224,0.002541692443236291,-0.011390058283248449,0.12117671252763461,-0.33223712495178914,0.11694384029585363,0.2071704312129722,0.002602207839590959,-0.00296371575009885,0.10729586159386588,-0.45325142034880705,0.09377243703238643,0.16465110497780766,0.0023947204489466246,-0.003591063607135597,0.10747953196396956,-0.46891181135548426,0.08993177846722339,0.17383825106173037,0.0023626637480761536,0.002798168585118536,0.09627587605128386,-0.5783009318173126,0.07609445266985021,0.13289656111122114,0.0025261860496682597,0.004650610386725595,0.09232716586369102,-0.6158181929443325,0.07451776035785124,0.118447044606427,0.002704514224486721,0.005333005704727207,0.0923252048983599,-0.6138977487151202,0.07087576632217746,0.11551252389279494,0.002740512027232883
2026-01-23,7243.431419167968,0.9013698630136986,179,0.15473762936695667,False,-0.008798259437554431,0.11623199280358766,-0.4079554876785224,0.10082785269559406,0.2018356586008324,0.0024546993265645847,-0.00828001120629587,0.11521545189288593,-0.41585986756005616,0.10007396180778005,0.19929471095435142,0.0024469139246025293,-0.003201098647722703,0.10854084977284888,-0.4534096777398896,0.09405732252755448,0.16458762340079072,0.002440700220001858,-0.004178752994083702,0.10878492778389491,-0.4674339032647065,0.09210484149718955,0.17574188903250526,0.002383232492298483,0.002447878125011558,0.0978277712822291,-0.5762628256943778,0.07561393101043738,0.13511148329375766,0.002475308144740277,0.004513070273394303,0.0936119044086215,-0.6152877698256551,0.07378623414069523,0.11859868226436765,0.0026095531089742993,0.005233682438043625,0.09326117506196345,-0.6140757574183165,0.07083493152349903,0.11542226582596174,0.0027271895005370602
2026-01-26,7284.159147021607,0.8931506849315068,179,0.15691365613236813,False,-0.008905148918977753,0.11619559680952708,-0.40795309844266564,0.10081371927199695,0.20182641920380212,0.0024916005498282776,-0.00838628713281734,0.11517910516529381,-0.4158570691437713,0.10005809695306891,0.19928552177094913,0.002495060813872334,-0.003315659625440471,0.10854344778627786,-0.45341282115646864,0.09404022833281177,0.16458872718474712,0.0024598028242521167,-0.003428627141750858,0.10798828913035326,-0.4854206012574714,0.08561465181069075,0.17289898665383385,0.002365174692338762,0.0021127299475922593,0.09866097102804625,-0.573913637958957,0.07366045297683468,0.1375466426371607,0.002429692755354086,0.004365616723456987,0.09400894560899846,-0.6144733524705692,0.0726758788181399,0.11880140926401771,0.002586249813723629,0.005112775417818256,0.09338086264711362,-0.6142011041207456,0.07069152211439973,0.11531690603046006,0.0026589329954068695
2026-01-27,7330.503006369829,0.8904109589041096,179,0.1575061728339231,False,-0.007632718285967687,0.11547315645241392,-0.4198071580197538,0.09475232108704253,0.19439230079921882,0.0024452465274923604,-0.00570356914088347,0.11224644370817803,-0.45370686121251774,0.08742394331240876,0.18624056498616182,0.002410448914173511,-0.013377219692572518,0.12483298175629688,-0.3416462746221763,0.10953548014422274,0.22033889802059153,0.0025905230798985387,-0.004193439985031233,0.10993833761101886,-0.4730036998972205,0.08429426906898026,0.1774465153629538,0.0023938952398069404,0.0018999682866301755,0.09974562440365636,-0.5691233643850108,0.07110062785194685,0.13958631115696557,0.002475837837320238,0.004299890269224713,0.0944952415967915,-0.6131219616377607,0.07128645960126838,0.11903327260167477,0.002701040134487876,0.005007603277141908,0.09361104338401316,-0.6142021005470694,0.07049332950396196,0.11521624037517923,0.0027056513514385223
2026-01-28,7283.5266263549,0.8876712328767123,179,0.1596435295439421,False,-0.00771184571472803,0.11613129476934018,-0.42106887833899914,0.10060287235756689,0.19478812867730894,0.002406701813218282,-0.005788981290396807,0.11280293420668505,-0.4549707359107963,0.0941675808457986,0.18665515123466309,0.0023891656144250256,-0.013489947867790291,0.1253819837296268,-0.3434066261716812,0.11624372781579011,0.22064756345056463,0.002556441678507635,-0.0042626914698506635,0.11081204340633577,-0.46723927450461766,0.09185167961129523,0.17671260470209116,0.0023613417850093343,0.0018415457415696557,0.10082530624955341,-0.5702851419713092,0.07514232209198561,0.14147411871306972,0.002462805039323089,0.004504821266493452,0.09616452542890358,-0.6129800982835045,0.07164260011544743,0.11970156170114461,0.0025797533479902032,0.005038360344705147,0.095601772149325,-0.6143641148984943,0.07061145168518275,0.11528415188759801,0.0026402317768828014
2026-01-29,7310.498556592732,0.8849315068493151,179,0.15817677192739824,False,-0.007731166380973889,0.11500346375210596,-0.4209129180662931,0.10026418328078422,0.1948908494529992,0.002515991856278273,-0.005824778173127458,0.11170126542572627,-0.45481908811780075,0.0938500719038903,0.18673622154198213,0.0024916748779494763,-0.009074233665202547,0.11765465987219127,-0.39842355860973305,0.10318188975473706,0.20076934311778807,0.0025242082760033348,-0.004871204092233645,0.11104335837172008,-0.45614373281768966,0.09240433986349088,0.17928109286968458,0.002426175453726873,0.0015914574095183432,0.10007464806038104,-0.5674105608354056,0.07535567184865294,0.1423427710496234,0.002461567052156064,0.004421728125817953,0.09516440927153252,-0.6125406264835449,0.07136135827259563,0.11992928181458959,0.002554997229032948,0.004982375445385815,0.09462142340961005,-0.6143632281912295,0.07054605977266533,0.11527116973071262,0.002589469970687641
2026-01-30,7283.684757357206,0.8821917808219178,179,0.15959394240001265,False,-0.007796079568807137,0.11580712722107446,-0.42100297059908326,0.10041666566859449,0.19479844163084187,0.0024077092968287604,-0.005875986775342075,0.11248384281604817,-0.4548927400068138,0.09399471633284115,0.1866416395540748,0.002373643366672981,-0.009145957306981648,0.11843355292922174,-0.39854556745575304,0.1034468351854194,0.20068987077090686,0.0024465402720477343,-0.005536989402367687,0.11229655490695205,-0.4520486149046571,0.09471352602653811,0.1830887312060602,0.002359363795144958,0.001381741695823224,0.10079982473656754,-0.5665786744863985,0.07658277378631156,0.14383065424651667,0.002394388102517122,0.004398353496398911,0.0958519006155564,-0.6126666044351136,0.07149850181210088,0.12031969672499976,0.002520515012265194,0.004968050711161339,0.09526928489665329,-0.6144812005692336,0.07059300421140524,0.11531058769582882,0.0025900661407873607
2026-02-02,7317.902606184446,0.873972602739726,179,0.15513547419207804,False,-0.008079948275576548,0.1144722646308501,-0.4208270274237457,0.100012052933187,0.19489573654257664,0.0026599024552536876,-0.006180821302000609,0.11118152507259332,-0.4547259384757814,0.09361118378345122,0.1867202135529531,0.0026510927151180206,-0.00917380201987534,0.11747305500428713,-0.3925829546092319,0.10246437399728844,0.198495427136432,0.002616522604450369,-0.006333572918618925,0.1125782245830057,-0.43923496867260525,0.09393330234812128,0.1852721618797607,0.002556634364174859,0.0009488957610117366,0.10019510594465417,-0.5621933910190364,0.07513320554036876,0.14419605350715525,0.002617515050174131,0.004076113579239526,0.09468002961831534,-0.6121984398992275,0.07078201390979669,0.12017842107771927,0.0027388791301093075,0.0048239814433844175,0.09372579653391525,-0.6144652913394415,0.07039946581550952,0.11517859811800224,0.002833810237054717
2026-02-03,7270.28370936673,0.8712328767123287,179,0.15683216048494283,False,-0.007756524160698803,0.11454884352101403,-0.4208255580722369,0.10003038508585245,0.19492423832452885,0.0024922829905415036,-0.0058553263866464615,0.11125416592351686,-0.45472309161027735,0.0936297353792192,0.18674665351169792,0.0024961073833165426,-0.008886044398023457,0.11758459165416428,-0.3925904241915896,0.10250009697844746,0.19851979818017873,0.0024940647079925815,-0.00634543425532175,0.11288727922328166,-0.4261053041999776,0.09903282357572636,0.18521805120112578,0.0024402042607480543,0.0011006015217996934,0.10026084595350801,-0.5582126123711841,0.07679839080678504,0.14542880376253492,0.0025397321141864037,0.004271206894445967,0.09486702538839467,-0.6116105497601729,0.07104531511358775,0.12074799678715482,0.0026789330435413737,0.0048413151230754774,0.0941926305196884,-0.6144773289163091,0.07045150774641118,0.11523902407117498,0.002704248528365889
2026-02-04,7043.96322049621,0.8684931506849315,179,0.16951800664995637,True,-0.0074217314406101915,0.11462066636184842,-0.4260204499850768,0.12577926954769472,0.19616095740137804,0.0025048631454009313,-0.0055350613545489345,0.11137119350340706,-0.45955151768139657,0.11944616917433157,0.18809178557183637,0.0025036465708185526,-0.008736368026442435,0.11711065358358289,-0.3988949122126421,0.1311113416707376,0.20056811352176385,0.0025147500323787764,-0.005252765317706625,0.11210821303764258,-0.4380448976571756,0.12328314094717722,0.18102748851735187,0.0024079082234285845,0.0017417908928934287,0.10142323037324465,-0.5689898847700301,0.09493921640861124,0.14720738821615456,0.0026854990020374076,0.00528027891888402,0.09877107596720397,-0.6154135121227599,0.07702124019452565,0.12299748650156514,0.0038839563016046606,0.005336291171089271,0.10031841819123528,-0.6150590475291767,0.0717159429893673,0.11600486303022274,0.004753900729496816
2026-02-05,7003.819079200852,0.8657534246575342,179,0.1761318469194206,False,-0.0067368146372256705,0.11481796906276844,-0.4260241469877907,0.12583536652820806,0.19621718341335154,0.002407745455976076,-0.00484920579110571,0.11156325758082661,-0.45955412655273636,0.11950376635307453,0.188145011587561,0.0024268067832805204,-0.008051338850657667,0.11731301656612723,-0.39890017532159167,0.13116774408263418,0.2006272504636323,0.0023902834176440495,-0.004745040681149776,0.11247375249620584,-0.43007517637898995,0.12569789081160285,0.18208543295854368,0.0022978861177438185,0.0022524823880255567,0.1004923565309012,-0.566610038140407,0.10100088607075143,0.1473814780271034,0.0024572761428731152,0.0058723119369664175,0.09776511321138989,-0.617912260753765,0.08131205641713947,0.12443989838732405,0.003356960262495189,0.005801720447557331,0.10086511591343066,-0.6151737225083245,0.07276129785428936,0.11679608650760821,0.004642654329863157
2026-02-06,7233.463258907453,0.863013698630137,179,0.16240375622837788,True,-0.009412638545605888,0.11741980394998147,-0.3861867166778096,0.10942346698026266,0.2031746214050768,0.0026098835692554556,-0.008251793741874115,0.11562717318097117,-0.40078213510056016,0.10656718471900394,0.19743769939392408,0.002583906170625132,-0.008677546315619108,0.11631090770089418,-0.39385098571805927,0.10792777410793107,0.1994024944659734,0.002594339236761658,-0.006513897577898981,0.11294243009015588,-0.41711907457118114,0.10484472844500717,0.18663602814908117,0.0025577565021189723,0.0009256801183215637,0.09904120005136959,-0.5506161462632067,0.08776931341904559,0.14527888138404646,0.0027435049520624457,0.004571222503732742,0.09265695884531339,-0.6172101457982436,0.07891810678452742,0.12283881086227363,0.002945768826727253,0.005514433415110852,0.09342604543896771,-0.614949745308707,0.07239562146031005,0.11654967756493911,0.0030525265303616906
2026-02-09,7241.934491516771,0.8547945205479452,179,0.1602117565509541,False,-0.009626507050852563,0.11744305185924782,-0.38619642099719376,0.10943022123293829,0.20314641728246507,0.002594927173547001,-0.008650366251986895,0.11601671279291015,-0.40085267145388803,0.10670641049353793,0.19736867003036196,0.0025455831902523878,-0.0090933379427457,0.11676075065144251,-0.3939306531841136,0.10807672910655718,0.1993233509356743,0.0025562923653418123,-0.0075110317616643866,0.11392529198390261,-0.41840876718755204,0.10424426120109932,0.19202998969081986,0.002525274541241321,0.00044578478118062785,0.10047827682146182,-0.545451941880455,0.08500617635402728,0.14667842286541372,0.002557441003968168,0.004070517401824816,0.09357522177067376,-0.616618362921047,0.07779890474164301,0.12242940311500997,0.002790789096318746,0.005315990646215505,0.09315745064459235,-0.6152148785483286,0.07228369150784757,0.11634025359756443,0.003166696922656194
2026-02-10,7280.214485208928,0.852054794520548,179,0.1614172144323617,False,-0.009956506326834645,0.11735863508408402,-0.3861860383834015,0.10936643250599526,0.2031126929531815,0.0026777064461445763,-0.008904153476445886,0.11580197608982681,-0.4008068612741271,0.10653082068818205,0.1973592283263498,0.0026530471885692097,-0.007298923075290979,0.11403079233267899,-0.42614497499386267,0.09723051358042419,0.19137894580410836,0.002505249562514815,-0.008032085242609262,0.11560165301879877,-0.40938272299321754,0.10006188365349422,0.19333637584510252,0.002506419681437066,0.00013698959462047077,0.10156334268086348,-0.5392047368245251,0.08085667041883954,0.14787509210948047,0.0025565807713908723,0.003792018034699019,0.09387986474239383,-0.6150109073997101,0.07604433279518868,0.122246590250939,0.0029217052617520377,0.005105556309692564,0.09289097964646506,-0.6153405468796125,0.07204687092528564,0.11610320876856774,0.003047978802356935
2026-02-11,7250.286643748666,0.8493150684931506,179,0.16438295567906172,False,-0.010027792959219132,0.11830078648832627,-0.38627524693346776,0.10945404842304007,0.20299330278059247,0.0026759124412978836,-0.008878556221725132,0.11650190373912783,-0.40087315478835633,0.10661661211820574,0.19728432037802723,0.002647730849950336,-0.0075860872506617995,0.11454401971931524,-0.4219994788848514,0.10143269155945735,0.19196262920143017,0.0026130795512238542,-0.008008778032753247,0.11516856705134984,-0.418304204143073,0.10178397874862369,0.1947111069003501,0.002622878131607888,-7.742098042253801e-06,0.10224226427203875,-0.5381728264341075,0.08224472751386794,0.14921618077473134,0.00262831695820248,0.003799724523937858,0.09480568483443909,-0.6139896422689426,0.07551419606000721,0.12252529107411732,0.0028518071706883216,0.004988711313199947,0.09384364483112,-0.6155565206538709,0.07200763280907904,0.11598532688365308,0.003018374208957847
2026-02-12,7807.446328515004,0.8465753424657534,179,0.1403712742593233,True,-0.03338159328675284,0.15137721580359492,-0.18180092692638722,0.08088114763082473,0.31008791125750074,0.0023072665553216633,-0.01941512370808003,0.13204970265273533,-0.29546842164112375,0.050104023701276035,0.2577188929566986,0.002040359512656583,-0.007030373061423555,0.1141613481436679,-0.4086942277782701,0.029230298150440804,0.19521764856165663,0.0020162355049449334,-0.010031366242557124,0.11869398913677949,-0.36517130225334005,0.03980413329191407,0.20841695436485527,0.0020428919487449717,-0.0007821645471810003,0.10007765007820604,-0.49067285326751314,0.03697498114012812,0.15027713071675797,0.0036081632291683663,0.00227624248554671,0.0848197529094664,-0.6044439956264527,0.06283037801595369,0.12099592218453663,0.008848052842616123,0.004161749257346622,0.08061274711980762,-0.6143713464118048,0.06982766903818596,0.11525004681544009,0.009513783690683623
2026-02-13,7117.071986866183,0.8438356164383561,179,0.1677166654119444,True,0.004334581083159137,0.09589909889745454,-0.6166587540278322,0.08643689841547691,0.12194307212701676,0.00274332556737832,-0.009427762271168167,0.11937350888998498,-0.38410720736923853,0.1227021116784264,0.19928409150083556,0.0025540235200520157,-0.0024276838150619896,0.10782588959554153,-0.4885607546738621,0.10410005563348503,0.1637288800046327,0.002450468361083909,-0.007766700304994022,0.11682030445074093,-0.4236080602050078,0.1104764949766145,0.1963564890685488,0.002565666820721437,9.132469924847859e-05,0.10732315773382088,-0.5329665309239876,0.07926885695444139,0.15648339030723227,0.0035543416276650345,0.004306118728298102,0.10046459762057725,-0.6073559159377769,0.06937837064710153,0.12459569931659858,0.0037330196632225643,0.004782103443740984,0.09845917865616655,-0.6154052485083685,0.0712008875094958,0.11596928679802562,0.003931304518546388
2026-02-17,7176.185955858095,0.8328767123287671,179,0.16718257955678104,False,-0.035454753509989514,0.1509925751562616,-0.2056741834704915,0.15413927283954656,0.3200291346421369,0.0033923125048587145,-0.009408598158476928,0.1171761907588316,-0.3820876170155316,0.1142506327656495,0.1991534695941153,0.0026271823949588964,-0.003920796451109796,0.10785683483410778,-0.469060046771824,0.09883620626957622,0.17225682327419395,0.002568198852411455,-0.00811407149068747,0.11502717450172857,-0.40043541610020866,0.11114574842981331,0.1927689932755196,0.0025989012834215296,-0.0005258721987437174,0.10260020022833352,-0.5335731067474273,0.08486953113926415,0.15601022653210295,0.002703935210951198,0.004126377041133656,0.09587471031353485,-0.608361014866894,0.07093151003357107,0.12486910777508124,0.003109929633896787,0.004771359431297551,0.09504548217212547,-0.6152836236976388,0.07128374076670892,0.11606441187067106,0.003092836706848903
